[图书][B] A climate for change: Global warming facts for faith-based decisions,https://www.google.com/books?hl=zh-CN&lr=&id=iOA2n86mYtAC&oi=fnd&pg=PP2&dq=+%22climate+for+change%22&ots=__WoBtj97z&sig=EaLNb7aGEzKEYL07d0KpwNqw3wc,,,,"Hayhoe K, Farley A. A climate for change: Global warming facts for faith-based decisions[M]. FaithWords, 2009."
"A climate for change: Green building policies, programs, and incentives",https://meridian.allenpress.com/jgb/article-abstract/3/2/46/199898,,https://www.solvista.com/docs/pubs/a_climate_for_change.pdf,,"Sentman S D, Del Percio S T, Koerner P. A climate for change: Green building policies, programs, and incentives[J]. Journal of green building, 2008, 3(2): 46-63."
Climate for Change.,https://eric.ed.gov/?id=ED067873,,https://files.eric.ed.gov/fulltext/ED067873.pdf,,Williams S. Climate for Change[J]. 1972.
[PDF][PDF] A CLIMATE FOR CHANGE?,https://eba.se/wp-content/uploads/2019/05/2019_03_webb_Tillganp.pdf,,https://eba.se/wp-content/uploads/2019/05/2019_03_webb_Tillganp.pdf,,LINDE S. A CLIMATE FOR CHANGE?[J]. 2011.
[PDF][PDF] Climate for change in Extension,https://core.ac.uk/download/pdf/188051847.pdf,,https://core.ac.uk/download/pdf/188051847.pdf,,"Tondl R M. Climate for change in Extension[J]. Journal of Extension, 1991, 29(3): 14-16."
[PDF][PDF] The climate for change,http://emmanuel.olivaux.free.fr/News/2008/NewYorkTimes_20081109_TheClimateForChange.pdf,,http://emmanuel.olivaux.free.fr/News/2008/NewYorkTimes_20081109_TheClimateForChange.pdf,,"Gore A. The climate for change[J]. New York Times Op Ed, November, 2008, 9."
21st century climate for change: Curriculum design for quality learning engagement in law,https://search.informit.org/doi/abs/10.3316/ielapa.770610459663871,https://sci-hub.se/10.3316/ielapa.770610459663871,https://search.informit.org/doi/pdf/10.3316/ielapa.770610459663871,10.3316/ielapa.770610459663871,"Kift S. 21st century climate for change: Curriculum design for quality learning engagement in law[J]. Legal Education Review, 2008, 18(1/2): 1-30."
"A climate for change: Millennials, science and the humanities",https://www.tandfonline.com/doi/abs/10.1080/17524032.2018.1500927,https://zero.sci-hub.se/7035/fbd7802fa1aa727bbd9ea21bdb537c8f/honeybun-arnolda2018.pdf,https://ueaeprints.uea.ac.uk/id/eprint/68473/1/Honeybun_ArnoldaObermeister2018_Aclimateforchange.docx,10.1080/17524032.2018.1500927,"Honeybun-Arnolda E, Obermeister N. A climate for change: Millennials, science and the humanities[J]. Environmental Communication, 2019, 13(1): 1-8."
Support for innovation in site-based-managed schools: Developing a climate for change,https://search.proquest.com/openview/e5d57e59228477b6e3cf6b535e68b9db/1?pq-origsite=gscholar&cbl=48020,,,,"Dee J R, Henkin A B, Pell S W J. Support for innovation in site-based-managed schools: Developing a climate for change[J]. Educational Research Quarterly, 2002, 25(4): 36."
A climate for change? Norwegian farmers' attitudes to climate change and climate policy,https://www.degruyter.com/document/doi/10.1515/wps-2018-0003/html?lang=en,https://sci-hub.se/10.1515/wps-2018-0003/html?lang=en,https://cdn1.booksdl.org/index.php?req=10.1515/wps-2018-0003/html?lang=en,10.1515/wps-2018-0003/html?lang=en,"Brobakk J. A climate for change? Norwegian farmers’ attitudes to climate change and climate policy[J]. World Political Science, 2018, 14(1): 55-79."
Does your school have a peaceful environment? Using an audit to create a climate for change and resiliency,https://journals.sagepub.com/doi/pdf/10.1177/105345129703200405,https://moscow.sci-hub.se/4320/983766d60921f49a8701470360aed8e8/embry1997.pdf,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1d8cd1239057d6eac85c2a7a9a5a569a968a238e,10.1177/105345129703200405,"Embry D D. Does your school have a peaceful environment? Using an audit to create a climate for change and resiliency[J]. Intervention in School and Clinic, 1997, 32(4): 217-222."
Health care transformation in a resource-limited environment: exploring the determinants of a good climate for change,https://www.tandfonline.com/doi/abs/10.2147/JMDH.S194180,https://sci-hub.se/10.2147/JMDH.S194180,https://www.tandfonline.com/doi/pdf/10.2147/JMDH.S194180?needAccess=true&role=button,10.2147/JMDH.S194180,"van Boekholt T A, Duits A J, Busari J O. Health care transformation in a resource-limited environment: exploring the determinants of a good climate for change[J]. Journal of Multidisciplinary Healthcare, 2019: 173-182."
"Creating a climate for change: Students, teachers, administrators working together",https://journals.sagepub.com/doi/pdf/10.1177/019263659307755210,https://moscow.sci-hub.se/4230/37636e37d4a58d1b9b198cce1f1d6153/benjamin1993.pdf,https://cdn1.booksdl.org/index.php?req=10.1177/019263659307755210,10.1177/019263659307755210,"Benjamin S, Gard J. Creating a climate for change: Students, teachers, administrators working together[J]. NASSP Bulletin, 1993, 77(552): 63-67."
A Climate for Change.,https://eric.ed.gov/?id=EJ470508,,,,"Henderson J E. A Climate for Change[J]. Executive Educator, 1993, 15(9): 30-31."
Organizational climate and climate for change in three police departments: Some preliminary findings,https://journals.sagepub.com/doi/pdf/10.1177/107808747200800204,https://zero.sci-hub.se/3681/195e1f969fd765f89cf3a6293d85e245/duncan1972.pdf,https://cdn1.booksdl.org/index.php?req=10.1177/107808747200800204,10.1177/107808747200800204,"Duncan R B. Organizational climate and climate for change in three police departments: Some preliminary findings[J]. Urban Affairs Quarterly, 1972, 8(2): 205-245."
Creating a climate for change,https://www.nature.com/articles/46159,,,,Kete N. Creating a climate for change[J]. 1999.
Meeting New Challenges: Creating a Climate for Change.,https://eric.ed.gov/?id=EJ261764,,,,"Gwinn D G. Meeting New Challenges: Creating a Climate for Change[J]. College and University, 1981, 57(1): 13-25."
[引用][C] Assessing the climate for change: A method for managing change in a system implementation.,,,,,"Hopelain D G. Assessing the climate for change: A method for managing change in a system implementation[J]. SYST. OBJECT. SOLUTIONS., 1982, 2(2): 55-65."
Creating a climate for change: Communicating climate change and facilitating social change,https://bioone.org/journals/Ecoscience/volume-14/issue-4/1195-6860(2007)14[545:CACFCC]2.0.CO;2/Creating-a-Climate-for-Change--Communicating-Climate-Change-and/10.2980/1195-6860(2007)14[545:CACFCC]2.0.CO;2.full,https://sci-hub.se/10.2980/1195-6860(2007)14[545:CACFCC]2.0.CO;2.full,https://cdn1.booksdl.org/index.php?req=10.2980/1195-6860(2007)14[545:CACFCC]2.0.CO;2.full,10.2980/1195-6860(2007)14[545:CACFCC]2.0.CO;2.full,"Huntington H P. Creating a climate for change: Communicating climate change and facilitating social change[J]. Ecoscience, 2007, 14(4): 545-546."
A climate for change,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9650685/,,,,"Robinson N. A climate for change[J]. European Journal of Integrative Medicine, 2008."
Climate for Change,https://search.informit.org/doi/abs/10.3316/INFORMIT.154473999534633,https://sci-hub.se/10.3316/INFORMIT.154473999534633,https://cdn1.booksdl.org/index.php?req=10.3316/INFORMIT.154473999534633,10.3316/INFORMIT.154473999534633,"Paul C. Climate for Change[J]. Practical Hydroponics and Greenhouses, 2009 (108): 39-43."
The Rx to OTC switch—creating the climate for change,https://link.springer.com/content/pdf/10.1057/9780230522510_4.pdf,https://sci-hub.se/10.1057/9780230522510_4.pdf,https://cdn1.booksdl.org/index.php?req=10.1057/9780230522510_4.pdf,10.1057/9780230522510_4.pdf,"Lyon G. The Rx to OTC switch—creating the climate for change[J]. Brand medicine: the role of branding in the pharmaceutical industry, 2001: 47-59."
The climate for change: The conditions for effective climate change policies: A case study on residential home insulation policies in new zealand and germany,http://researcharchive.vuw.ac.nz/xmlui/handle/10063/1117,,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/1117/thesis.pdf?sequence=1,,Lah O. The climate for change: The conditions for effective climate change policies: A case study on residential home insulation policies in new zealand and germany[J]. 2009.
Creating a Climate for Change in a Major Urban School System.,https://eric.ed.gov/?id=EJ493649,,,,"Sykes M R. Creating a Climate for Change in a Major Urban School System[J]. Young Children, 1994, 50(1): 4-7."
Climate for change,https://search.informit.org/doi/pdf/10.3316/informit.307412464634370,https://sci-hub.se/10.3316/informit.307412464634370,https://cdn1.booksdl.org/index.php?req=10.3316/informit.307412464634370,10.3316/informit.307412464634370,"Fulton M. Climate for change[J]. Big Issue Australia, 2019 (583): 32-33."
[PDF][PDF] A climate for change in the UNSC?: Member states' approaches to the climate-security nexus,https://d-nb.info/121238038X/34,,https://d-nb.info/121238038X/34,,Hardt J N. A climate for change in the UNSC?: Member states’ approaches to the climate-security nexus[J]. 2020.
Book Review: A Climate for Change,https://pubs.acs.org/doi/pdf/10.1021/es9620651,https://moscow.sci-hub.se/2749/861f2329531b59776541fde0e8e8a639/wirth1996.pdf,https://cdn1.booksdl.org/index.php?req=10.1021/es9620651,10.1021/es9620651,"Wirth D A. Book Review: A Climate for Change[J]. Environmental Science & Technology, 1996, 30(1): 45A-45A."
Organisational climate for change in schools: towards definition and measurement,https://www.tandfonline.com/doi/pdf/10.1080/0305569790050306,https://moscow.sci-hub.se/5391/ae11e2089663d1c528c1fe98f9de0308/mcgeown1979.pdf,https://cdn1.booksdl.org/index.php?req=10.1080/0305569790050306,10.1080/0305569790050306,"McGeown V. Organisational climate for change in schools: towards definition and measurement[J]. Educational Studies, 1979, 5(3): 251-264."
[引用][C] A climate for change? Vertical and horizontal collegial relations in TVET colleges,,,https://nottingham-repository.worktribe.com/index.php/preview/1406183/JET-TVET-text-and-cover-web-final-1.pdf,,"Wedekind V, Buthelezi Z. A climate for change? Vertical and horizontal collegial relations in TVET colleges[J]. Change Management in TVET colleges, 2016."
Creating a climate for change introduction of a new hospital electronic medical record,https://www.sciencedirect.com/science/article/pii/S1541461213000499,,,,"Katterhagen L. Creating a climate for change introduction of a new hospital electronic medical record[J]. Nurse Leader, 2013, 11(3): 40-47."
A Climate for Change,http://earth.columbia.edu/sitefiles/file/about/director/documents/TimeMar82007-AClimateForChange.pdf,,,,"Sachs J D. A Climate for Change[J]. TIME Magazine, March, 2007, 8: 2007."
The Climate for Change: Factors that Foster Adaptability within the School.,https://eric.ed.gov/?id=EJ088887,,,,"Becker J M. The Climate for Change: Factors that Foster Adaptability within the School[J]. North Central Association Quarterly, 1973."
Investing in a Climate for Change: UNEP's Energy Finance Programme-Scaling Up Clean Technology Investment,http://resp.llas.ac.cn/C666/handle/2XK7JSWQ/10514,,,,"Zhongming Z, Linong L, Xiaona Y, et al. Investing in a Climate for Change: UNEP's Energy Finance Programme-Scaling Up Clean Technology Investment[J]. 2012."
Creating a Climate for Change the Aztec Experience,https://www.tandfonline.com/doi/pdf/10.1080/00094056.1995.10522618,https://moscow.sci-hub.se/3552/120f49ae3fe77e2879b8309d463573f1/kelley1995.pdf,https://cdn1.booksdl.org/index.php?req=10.1080/00094056.1995.10522618,10.1080/00094056.1995.10522618,"Kelley M F, Fitterer C H, Kling K, et al. Creating a Climate for Change the Aztec Experience[J]. Childhood Education, 1995, 71(5): 270-274."
[图书][B] Perception of climate for change in the work place,https://search.proquest.com/openview/e141bb925cf2b782e4724cbb14d73ab4/1?pq-origsite=gscholar&cbl=18750&diss=y,,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1076&context=aglecdiss,,"Tondl R M. Perception of climate for change in the work place[M]. The University of Nebraska-Lincoln, 1989."
Creating the right climate for change,https://search.proquest.com/openview/2934f209c1b86b46f65a6d6ea4e8c958/1?pq-origsite=gscholar&cbl=44514,,,,"Briggs D. Creating the right climate for change[J]. Strategic Communication Management, 2007, 11(4): 13."
Climate for change?: Integrating climate change into cities' planning practices,https://vbn.aau.dk/en/publications/climate-for-change-integrating-climate-change-into-cities-plannin,,https://vbn.aau.dk/ws/files/316424467/PhD_thesis_for_online_publication_1_.pdf,,Wejs A. Climate for change?: Integrating climate change into cities’ planning practices[J]. 2013.
Developing a healthy climate for educational change: An administrative approach,https://journals.sagepub.com/doi/pdf/10.1177/009155218100800405,https://moscow.sci-hub.se/3808/992b8cc3c3b5e0ea158cebe2f015cdb4/walker1981.pdf,https://cdn1.booksdl.org/index.php?req=10.1177/009155218100800405,10.1177/009155218100800405,"Walker P D. Developing a healthy climate for educational change: An administrative approach[J]. Community College Review, 1981, 8(4): 22-26."
A climate for change: an exploration towards Integral Action Loops to apply our knowledge for sustainability success.,https://hekyll.services.adelaide.edu.au/dspace/handle/2440/89478,,https://hekyll.services.adelaide.edu.au/dspace/bitstream/2440/89478/8/02whole.pdf,,"Divecha S. A climate for change: an exploration towards Integral Action Loops to apply our knowledge for sustainability success[D]. , 2014."
[PDF][PDF] A Climate for Change in the UN Security Council?: Member States' Approaches to the Climate-Security Nexus,https://epub.sub.uni-hamburg.de/epub/volltexte/2021/115864/pdf/200818_IFSH_Research_Report_005_01.pdf,,https://epub.sub.uni-hamburg.de/epub/volltexte/2021/115864/pdf/200818_IFSH_Research_Report_005_01.pdf,,Hardt J N. A Climate for Change in the UN Security Council?: Member States’ Approaches to the Climate-Security Nexus[J]. 2020.
“We Must All Be Ready for Major Changes”: Visiting Climate for Change at the Norwegian Petroleum Museum,https://www.berghahnjournals.com/view/journals/jemms/14/1/jemms140104.xml,,,,"Ruud L C, Thorstensen E. “We Must All Be Ready for Major Changes”: Visiting Climate for Change at the Norwegian Petroleum Museum[J]. Journal of Educational Media, Memory, and Society, 2022, 14(1): 55-75."
Climate for change: Non-state actors and the global politics of the greenhouse,https://www.jstor.org/stable/2691705,,,,Keohane R O. Climate for change: Non-state actors and the global politics of the greenhouse[J]. 2002.
The climate for change: The environment and how to preserve it,https://search.proquest.com/openview/1b78fc507d8bb71d86818997aa9b5f31/1.pdf?pq-origsite=gscholar&cbl=41532,,,,"Trotman A. The climate for change: The environment and how to preserve it[J]. Vital Speeches of the Day, 1996, 63(4): 121."
[PDF][PDF] Redesigning Nebraska's libraries technical services: Creating a climate for change,https://core.ac.uk/download/pdf/17248221.pdf,,https://core.ac.uk/download/pdf/17248221.pdf,,"Pearson D J, Busch N J. Redesigning Nebraska’s libraries technical services: Creating a climate for change[J]. Library Philosophy & Practice, 2011, 617."
A climate for change: Humanitarian disaster and the movement for the commons in Kenya,https://www.google.com/books?hl=zh-CN&lr=&id=0dKGAwAAQBAJ&oi=fnd&pg=PA224&dq=+%22climate+for+change%22&ots=yg4SEJXTJt&sig=D5wle8rBrVLQ5mHKby7-pXlazGI,,,,"Brownhill L. A climate for change: Humanitarian disaster and the movement for the commons in Kenya[J]. Women, gender and disaster: Global issues and initiatives, 2009: 224-232."
[引用][C] Right climate for change,,,,,"Henderson C. Right climate for change[J]. Financial Times, 1997: 15."
[PDF][PDF] Creating a climate for change: a PDP experience,https://summit.sfu.ca/_flysystem/fedora/sfu_migrate/7178/b18316815.pdf,,https://summit.sfu.ca/_flysystem/fedora/sfu_migrate/7178/b18316815.pdf,,Reid J A. Creating a climate for change: a PDP experience[J]. 1996.
"Book review: Susanne C. Moser and Lisa Dilling (eds.), Creating a Climate for Change: Communicating Climate Change and Facilitating Social Change (Cambridge …",https://journals.sagepub.com/doi/pdf/10.1177/0963662508097762,https://moscow.sci-hub.se/4216/d69bb44c74050c7c23de18c63d6318e6/karner2008.pdf,https://cdn1.booksdl.org/index.php?req=10.1177/0963662508097762,10.1177/0963662508097762,"Karner A. Book review: Susanne C. Moser and Lisa Dilling (eds.), Creating a Climate for Change: Communicating Climate Change and Facilitating Social Change (Cambridge: Cambridge University Press, 2007). xx+ 549 pp. ISBN 9780521869232,£ 75.00 (hbk); ISBN 9780521049924,£ 31.99 (pbk)[J]. Public Understanding of Science, 2008, 17(4): 503-505."
Climate for change,https://digitalcommons.csbsju.edu/forum_lectures/408/,,,,Jakubowski H V. Climate for change[J]. 2019.
Building a climate for change. Reducing CO2 emissions through materials innovation in the European building industry,https://www.osti.gov/etdeweb/biblio/20388783,,,,Goverse T. Building a climate for change. Reducing CO2 emissions through materials innovation in the European building industry[J]. 2003.
Figuring out the climate for change,https://www.osti.gov/biblio/70010,,,,"Aboud L. Figuring out the climate for change[J]. American Gas, 1995, 77(5)."
"A climate for change in ageing: 53rd Australian Association of Gerontology Conference, 18–20 November 2020",https://bristoluniversitypressdigital.com/view/journals/ijcc/5/2/article-p383.xml,,,,"Thomson C. A climate for change in ageing: 53rd Australian Association of Gerontology Conference, 18–20 November 2020[J]. International Journal of Care and Caring, 2021, 5(2): 383-385."
[引用][C] Climate for change,,,,,"Newell P J. Climate for change[M]. Cambridge University Press, 2006."
Creating a climate for change in a dental health unit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1937202/,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1937202/pdf/hsmhahr00012-0018.pdf,,"Clark C A. Creating a climate for change in a dental health unit[J]. HSMHA Health Reports, 1971, 86(12): 1066."
Creating the Climate for Humanistic Change in the Elementary School with Principal as Change Agent.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00131172&AN=4717977&h=2k3LMpYtUUNUyRatjUUMk59bVSjwERW3ycfOTeHQz3X2VTRp2IwMq7gUqVJSxJtNpoTtsGFBy8FG7Jz6psiw6w%3D%3D&crl=c,,,,"Heichberger R L. Creating the Climate for Humanistic Change in the Elementary School with Principal as Change Agent[J]. Education, 1975, 96(2)."
[PDF][PDF] A CLIMATE FOR CHANGE,https://www.cesr.org/sites/default/files/TrendsAnalysis.pdf,,https://www.cesr.org/sites/default/files/TrendsAnalysis.pdf,,CESR’S S P P. A CLIMATE FOR CHANGE[J]. 2020.
A climate for change: A comparative analysis of climate change adaptation in rapidly urbanizing Australian and Chinese city regions,https://www.taylorfrancis.com/chapters/edit/10.1201/b18053-16/climate-change-comparative-analysis-climate-change-adaptation-rapidly-urbanizing-australian-chinese-city-regions-darryl-low-choy-chen-wen-silvia-serrao-neumann,https://sci-hub.se/10.1201/b18053-16/climate-change-comparative-analysis-climate-change-adaptation-rapidly-urbanizing-australian-chinese-city-regions-darryl-low-choy-chen-wen-silvia-serrao-neumann,https://cdn1.booksdl.org/index.php?req=10.1201/b18053-16/climate-change-comparative-analysis-climate-change-adaptation-rapidly-urbanizing-australian-chinese-city-regions-darryl-low-choy-chen-wen-silvia-serrao-neumann,10.1201/b18053-16/climate-change-comparative-analysis-climate-change-adaptation-rapidly-urbanizing-australian-chinese-city-regions-darryl-low-choy-chen-wen-silvia-serrao-neumann,"Choy D L, Wen C, SERRAO-NEUMANN S. A climate for change: A comparative analysis of climate change adaptation in rapidly urbanizing Australian and Chinese city regions[M]//Climate Change and the Coast. CRC Press, 2014: 260-283."
A climate for change,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/b18053-16&type=chapterpdf,https://sci-hub.se/10.1201/b18053-16&type=chapterpdf,https://cdn1.booksdl.org/index.php?req=10.1201/b18053-16&type=chapterpdf,10.1201/b18053-16&type=chapterpdf,"Choy D L, Wen C, Serrao-Neumann S. A climate for change[J]. Climate Change and the Coast: Building Resilient Communities, 2014: 225."
Climate for Change: Non-State Actors and the Global Politics of the Greenhouse,https://search.proquest.com/openview/f381c41ad9c7c7d32a59e98219260afa/1?pq-origsite=gscholar&cbl=43427,,,,"Newell A, Rowlands I H. Climate for Change: Non-State Actors and the Global Politics of the Greenhouse[J]. Environments, 2001, 29(3): 115."
A climate for change,https://shura.shu.ac.uk/id/eprint/954,,https://shura.shu.ac.uk/954/1/fulltext.pdf,,"Bevins S, Thompson M, Williams C. A climate for change[J]. 2007."
A Climate for Change: ICEERS and the Challenges of the Globalization of Ayahuasca,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315551425-18/climate-change-iceers-challenges-globalization-ayahuasca-benjamin-de-loenen-%C3%B2scar-par%C3%A9s-franquero,https://sci-hub.se/10.4324/9781315551425-18/climate-change-iceers-challenges-globalization-ayahuasca-benjamin-de-loenen-%C3%B2scar-par%C3%A9s-franquero,https://cdn1.booksdl.org/index.php?req=10.4324/9781315551425-18/climate-change-iceers-challenges-globalization-ayahuasca-benjamin-de-loenen-%C3%B2scar-par%C3%A9s-franquero,10.4324/9781315551425-18/climate-change-iceers-challenges-globalization-ayahuasca-benjamin-de-loenen-%C3%B2scar-par%C3%A9s-franquero,"De Loenen B K. A Climate for Change: ICEERS and the Challenges of the Globalization of Ayahuasca[M]//The World Ayahuasca Diaspora. Routledge, 2016: 243-262."
Creating a climate for change,https://www.osti.gov/etdeweb/biblio/20191796,,,,"Cronkhite L, Dash C. Creating a climate for change[J]. 2000."
[PDF][PDF] CREATING A CLIMATE FOR CHANGE,http://sciencepolicy.colorado.edu/students/envs_4800/mccright_2007_CH12.pdf,,http://sciencepolicy.colorado.edu/students/envs_4800/mccright_2007_CH12.pdf,,CAMBRIDGE И. CREATING A CLIMATE FOR CHANGE[J].
Creating a climate for change,https://www.nature.com/articles/46161,,https://www.nature.com/articles/46161.pdf,,"Grubb M, Vrolijk C, Brack D. Creating a climate for change[J]. 1999."
Creating the Climate for Change,https://www.tandfonline.com/doi/pdf/10.1080/00940771.1981.11494833,https://sci-hub.se/10.1080/00940771.1981.11494833,https://cdn1.booksdl.org/index.php?req=10.1080/00940771.1981.11494833,10.1080/00940771.1981.11494833,"Smith D D. Creating the Climate for Change[J]. Middle School Journal, 1981, 12(1): 8-9."
A climate for change.,https://elibrary.ru/item.asp?id=3069862,,,,"Boyle D. A climate for change[J]. New Statesman, 1997, 126(4341): 22-23."
[PDF][PDF] CREATING A CLIMATE FOR CHANGE,http://ithakaprojecthistory.pbworks.com/f/Classroom%20soundings%20Final.pdf#page=69,,http://ithakaprojecthistory.pbworks.com/f/Classroom%20soundings%20Final.pdf#page=69,,"Maxwell-Wright T. CREATING A CLIMATE FOR CHANGE[J]. The more speech of other people one takes in, the more original will be his permutations and the freer will he be of any limited set of voices., 69."
Assessing the climate for change: A methodology for managing human factors in a computerized information system implementation,https://dl.acm.org/doi/abs/10.1145/800049.801790,https://sci-hub.se/10.1145/800049.801790,https://dl.acm.org/doi/pdf/10.1145/800049.801790,10.1145/800049.801790,Hopelain D G. Assessing the climate for change: A methodology for managing human factors in a computerized information system implementation[C]//Proceedings of the 1982 Conference on Human Factors in Computing Systems. 1982: 256-261.
Climate for Change: A Climate Jobs Roadmap for New York City,https://ecommons.cornell.edu/handle/1813/110948,,https://ecommons.cornell.edu/bitstream/handle/1813/110948/AClimate_for_Change_NYC_%20Abridged_Report_032822.pdf?sequence=8,,"Skinner L, Shetler M, Valdivia M, et al. Climate for Change: A Climate Jobs Roadmap for New York City[J]. 2022."
How the media is creating a climate for change,https://search.proquest.com/openview/f4aa9211521f2922024c04a3ac9e5cec/1?pq-origsite=gscholar&cbl=5572320,,,,"Pachauri R K. How the media is creating a climate for change[J]. SciDev. net-Environment, 2009."
"[图书][B] The relationship of individual characteristics, job satisfaction and leadership style to corporate culture beliefs and climate for change",https://search.proquest.com/openview/a93677bf1996e587b9c0a7cb7aa86dd8/1?pq-origsite=gscholar&cbl=18750&diss=y,,,,"McIntyre-Ray B G. The relationship of individual characteristics, job satisfaction and leadership style to corporate culture beliefs and climate for change[M]. East Texas State University, 1989."
